municipality,barangay,district,lat,lon,elevation_m,soil_desc,soil_series,aez
SanQuintin,PoblacionZoneI,6,15.98915,120.80515,99.0,Umingan silt loam,Umingan,Lowlands
SanQuintin,PoblacionZoneII,6,15.98806,120.81588,116.0,Umingan silt loam,Umingan,Lowlands
SanQuintin,PoblacionZoneIII,6,15.99424,120.81232,102.0,Umingan silt loam,Umingan,Lowlands
SanQuintin,SanPedro,6,15.969482,120.799636,85.0,Umingan silt loam,Umingan,Lowlands
SanQuintin,Ungib,6,15.978483,120.797767,88.0,Umingan silt loam,Umingan,Lowlands
SantaMaria,Bal-Loy,6,15.98052,120.72016,46.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,Bantog,6,15.96855,120.694417,41.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,Caboluan,6,15.9653,120.72146,45.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,Cal-Litang,6,15.948025,120.651612,33.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,Capandanan,6,15.96148,120.6765,39.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,Cauplasan,6,15.96159,120.66668,37.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,Dalayap,6,15.960257,120.697671,43.0,San Manuel silt loam,San Manuel,Lowlands
SantaMaria,Libsong,6,15.9594,120.72216,45.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,Namagbagan,6,15.954523,120.683238,39.0,San Manuel silt loam,San Manuel,Lowlands
SantaMaria,Paitan,6,15.977086,120.671457,42.0,Pangasinan river sand,Pangasinan,Lowlands
SantaMaria,Pataquid,6,15.969889,120.728856,46.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,Pilar,6,15.963073,120.650391,35.0,San Manuel sand,San Manuel,Lowlands
SantaMaria,PoblacionEast,6,15.981,120.69622,49.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,PoblacionWest,6,15.98098,120.69246,46.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,Pugot,6,15.981488,120.741825,53.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,Samon,6,15.94137,120.63935,34.0,San Manuel sand,San Manuel,Lowlands
SantaMaria,SanAlejandro,6,15.978583,120.698217,47.0,San Manuel sandy loam,San Manuel,Lowlands
SantaMaria,SanMariano,6,15.98695,120.711567,47.0,San Manuel sand,San Manuel,Lowlands
SantaMaria,SanPablo,6,15.9476,120.701983,37.0,San Manuel silt loam,San Manuel,Lowlands
SantaMaria,SanPatricio,6,15.988543,120.692357,44.0,Pangasinan river sand,Pangasinan,Lowlands
SantaMaria,SanVicente,6,15.996433,120.703233,44.0,Pangasinan river sand,Pangasinan,Lowlands
SantaMaria,SantaCruz,6,15.959933,120.7092,40.0,San Manuel silt loam,San Manuel,Lowlands
SantaMaria,SantaRosa,6,15.98146,120.68564,36.0,San Manuel sand,San Manuel,Lowlands
SantoTomas,LaLuna,5,15.87796,120.57042,28.0,San Manuel fine sandy loam,San Manuel,Lowlands
SantoTomas,PoblacionEast,5,15.87785,120.578467,26.0,San Manuel fine sandy loam,San Manuel,Lowlands
SantoTomas,PoblacionWest,5,15.88046,120.57138,32.0,San Manuel fine sandy loam,San Manuel,Lowlands
SantoTomas,Salvacion,5,15.885967,120.58405,31.0,San Manuel fine sandy loam,San Manuel,Lowlands
SantoTomas,SanAgustin,5,15.87832,120.5811,30.0,San Manuel sand,San Manuel,Lowlands
SantoTomas,SanAntonio,5,15.868183,120.563483,30.0,San Manuel sand,San Manuel,Lowlands
SantoTomas,SanJose,5,15.871317,120.565317,25.0,San Manuel sand,San Manuel,Lowlands
SantoTomas,SanMarcos,5,15.8758,120.56836,31.0,San Manuel fine sandy loam,San Manuel,Lowlands
SantoTomas,Santo Domingo,5,15.866967,120.576133,26.0,San Manuel fine sandy loam,San Manuel,Lowlands
SantoTomas,SantoNiño,5,15.87658,120.5621,27.0,San Manuel fine sandy loam,San Manuel,Lowlands
Sison,Agat,5,16.211391,120.502936,145.0,Umingan clay loam,Umingan,Lowlands
Sison,Alibeng,5,16.135789,120.613189,421.0,Annam clay loam,Annam,Uplands
Sison,Amagbagan,5,16.17132,120.48238,77.0,Umingan silt loam,Umingan,Lowlands
Sison,Artacho,5,16.1978,120.49812,117.0,Pangasinan river sand,Pangasinan,Lowlands
Sison,AsanNorte,5,16.19168,120.52068,128.0,Umingan sandy loam,Umingan,Lowlands
Sison,AsanSur,5,16.1587,120.5194,78.0,Umingan sandy loam,Umingan,Lowlands
Sison,BantayInsik,5,16.187225,120.463025,111.0,Pangasinan river sand,Pangasinan,Lowlands
Sison,Bila,5,16.183429,120.5134,104.0,Umingan sandy loam,Umingan,Lowlands
Sison,Binmeckeg,5,16.207287,120.475887,112.0,Umingan clay loam,Umingan,Lowlands
Sison,BulaoenEast,5,16.19356,120.46962,93.0,Pangasinan river sand,Pangasinan,Lowlands
Sison,BulaoenWest,5,16.179443,120.463914,146.0,San Fabian clay loam,San Fabian,Highlands
Sison,Cabaritan,5,16.194317,120.479733,98.0,Umingan silt loam,Umingan,Lowlands
Sison,Calunetan,5,16.158371,120.596329,669.0,Annam clay loam,Annam,Uplands
Sison,Camangaan,5,16.1559,120.49035,93.0,San Fabian clay loam,San Fabian,Highlands
Sison,Cauringan,5,16.189486,120.4981,109.0,Umingan silt loam,Umingan,Lowlands
Sison,Dungon,5,16.226417,120.51705,258.0,Annam clay loam,Annam,Uplands
Sison,Esperanza,5,16.201225,120.489025,114.0,Pangasinan river sand,Pangasinan,Lowlands
Sison,Inmalog,5,16.196567,120.551917,214.0,Annam clay loam,Annam,Uplands
Sison,Killo,5,16.119163,120.575437,67.0,Umingan silt loam,Umingan,Lowlands
Sison,Labayug,5,16.182656,120.592789,783.0,Annam clay loam,Annam,Uplands
Sison,Paldit,5,16.170625,120.5182,92.0,Umingan sandy loam,Umingan,Lowlands
Sison,Pindangan,5,16.176883,120.471317,98.0,Pangasinan river sand,Pangasinan,Lowlands
Sison,Pinmilapil,5,16.203871,120.4551,160.0,San Fabian clay loam,San Fabian,Highlands
Sison,PoblacionCentral,5,16.17415,120.49775,93.0,Umingan silt loam,Umingan,Lowlands
Sison,PoblacionNorte,5,16.180117,120.4913,90.0,Umingan silt loam,Umingan,Lowlands
Sison,PoblacionSur,5,16.166543,120.504914,82.0,Umingan silt loam,Umingan,Lowlands
Sison,Sagunto,5,16.203888,120.51255,143.0,Umingan sandy loam,Umingan,Lowlands
Sison,Tara-Tara,5,16.157843,120.476829,63.0,Pangasinan river sand,Pangasinan,Lowlands
Tayug,Agno,6,16.021992,120.719992,56.0,Pangasinan river sand,Pangasinan,Lowlands
Tayug,Amistad,6,16.033462,120.733675,58.0,San Manuel sand,San Manuel,Lowlands
Tayug,BarangayA,6,16.031843,120.744371,65.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,BarangayB,6,16.028867,120.743567,65.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,BarangayC,6,16.03116,120.73876,57.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,BarangayD,6,16.026243,120.739771,64.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,Barangobong,6,16.008789,120.719278,50.0,San Manuel sand,San Manuel,Lowlands
Tayug,C.Lichauco,6,15.983891,120.767073,63.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,Carriedo,6,16.03884,120.75762,68.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,Evangelista,6,16.010583,120.739733,58.0,San Manuel sand,San Manuel,Lowlands
Tayug,Guzon,6,16.031683,120.709089,55.0,Pangasinan river sand,Pangasinan,Lowlands
Tayug,Lawak,6,15.99591,120.75107,60.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,Legaspi,6,16.049688,120.737088,64.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,Libertad,6,16.022614,120.759314,68.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,Magallanes,6,16.01881,120.73012,53.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,Panganiban,6,16.0084,120.768575,70.0,San Manuel sand,San Manuel,Lowlands
Tayug,Saleng,6,15.99514,120.75916,62.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,SantoDomingo,6,15.997383,120.73975,60.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,Toketec,6,16.014489,120.763667,66.0,San Manuel sand,San Manuel,Lowlands
Tayug,Trenchera,6,16.0292,120.758217,65.0,San Manuel sandy loam,San Manuel,Lowlands
Tayug,Zamora,6,15.99795,120.775967,69.0,Umingan silt loam,Umingan,Lowlands
Umingan,AbotMolina,6,15.90409,120.83282,98.0,Umingan silt loam,Umingan,Lowlands
Umingan,Alo-O,6,15.903155,120.885264,154.0,Umingan silt loam,Umingan,Lowlands
Umingan,Amaronan,6,15.948667,120.829144,100.0,Umingan silt loam,Umingan,Lowlands
Umingan,Annam,6,15.947818,120.859364,138.0,Annam clay loam,Annam,Uplands
Umingan,Bantug,6,15.914314,120.846557,115.0,Umingan silt loam,Umingan,Lowlands
Umingan,Baracbac,6,15.848754,120.851142,95.0,Annam clay loam,Annam,Uplands
Umingan,Barat,6,15.943936,120.810782,85.0,Umingan silt loam,Umingan,Lowlands
Umingan,Buenavista,6,15.938517,120.789533,72.0,Tarlac clay loam,Tarlac,Uplands
Umingan,Cabalitian,6,15.927117,120.747283,55.0,Annam clay loam,Annam,Uplands
Umingan,Cabangaran,6,15.876975,120.870087,118.0,Umingan silt loam,Umingan,Lowlands
Umingan,Cabaruan,6,15.901563,120.740138,56.0,Annam clay loam,Annam,Uplands
Umingan,Cabatuan,6,15.90125,120.852663,115.0,Umingan silt loam,Umingan,Lowlands
Umingan,Cadiz,6,15.864057,120.749043,63.0,Annam clay loam,Annam,Uplands
Umingan,Calitlitan,6,15.962063,120.863875,176.0,Annam clay loam,Annam,Uplands
Umingan,Capas,6,15.91285,120.826392,97.0,Umingan silt loam,Umingan,Lowlands
Umingan,CarayunganSur,6,15.889178,120.842633,100.0,Umingan silt loam,Umingan,Lowlands
Umingan,Carosalesan,6,15.887321,120.865407,121.0,Umingan silt loam,Umingan,Lowlands
Umingan,Casilan,6,15.88294,120.77689,74.0,Annam clay loam,Annam,Uplands
Umingan,Caurdanetaan,6,15.924825,120.847737,118.0,Umingan silt loam,Umingan,Lowlands
Umingan,Concepcion,6,15.85781,120.77099,67.0,Annam clay loam,Annam,Uplands
Umingan,Decreto,6,15.931643,120.724186,44.0,San Manuel silt loam,San Manuel,Lowlands
Umingan,DelRosario,6,15.913428,120.799461,80.0,Tarlac clay loam,Tarlac,Uplands
Umingan,Diaz,6,15.838085,120.824763,121.0,Annam clay loam,Annam,Uplands
Umingan,Diket,6,15.9432,120.889753,305.0,Annam clay loam,Annam,Uplands
Umingan,DonJustoAbalos,6,15.9331,120.858857,126.0,Umingan silt loam,Umingan,Lowlands
Umingan,DonMontano,6,15.917867,120.864067,133.0,Umingan silt loam,Umingan,Lowlands
Umingan,Esperanza,6,15.941264,120.799391,78.0,Tarlac clay loam,Tarlac,Uplands
Umingan,Evangelista,6,15.949725,120.844667,120.0,Umingan silt loam,Umingan,Lowlands
Umingan,Flores,6,15.935822,120.778189,67.0,San Manuel sandy loam,San Manuel,Lowlands
Umingan,Fulgosino,6,15.900705,120.795967,87.0,Annam clay loam,Annam,Uplands
Umingan,Gonzales,6,15.919069,120.752175,53.0,Annam clay loam,Annam,Uplands
Umingan,LaPaz,6,15.917262,120.736537,53.0,Annam clay loam,Annam,Uplands
Umingan,Labuan,6,15.94004,120.73552,45.0,San Manuel sandy loam,San Manuel,Lowlands
Umingan,Lauren,6,15.938487,120.830925,98.0,Umingan silt loam,Umingan,Lowlands
Umingan,Lubong,6,15.92115,120.80891,81.0,Tarlac clay loam,Tarlac,Uplands
Umingan,LunaEste,6,15.843488,120.806788,156.0,Annam clay loam,Annam,Uplands
Umingan,LunaWeste,6,15.863714,120.78535,77.0,Annam clay loam,Annam,Uplands
Umingan,Mantacdang,6,15.944671,120.763471,59.0,San Manuel sandy loam,San Manuel,Lowlands
Umingan,Maseil-Seil,6,15.910573,120.879373,152.0,Umingan silt loam,Umingan,Lowlands
Umingan,Nampalcan,6,15.902041,120.820894,83.0,Tarlac clay loam,Tarlac,Uplands
Umingan,Nancalabasaan,6,15.9313,120.82938,96.0,Umingan silt loam,Umingan,Lowlands
Umingan,Pangangaan,6,15.880553,120.815753,131.0,Umingan silt loam,Umingan,Lowlands
Umingan,Papallasen,6,15.928414,120.738557,50.0,Annam clay loam,Annam,Uplands
Umingan,Pemienta,6,15.921364,120.826464,93.0,Umingan silt loam,Umingan,Lowlands
Umingan,PoblacionEast,6,15.924,120.83936,110.0,Umingan silt loam,Umingan,Lowlands
Umingan,PoblacionWest,6,15.92582,120.83406,102.0,Umingan silt loam,Umingan,Lowlands
Umingan,Prado,6,15.898269,120.769977,71.0,Annam clay loam,Annam,Uplands
Umingan,Resurreccion,6,15.889138,120.736712,64.0,Annam clay loam,Annam,Uplands
Umingan,Ricos,6,15.873677,120.845085,101.0,Umingan silt loam,Umingan,Lowlands
Umingan,SanAndres,6,15.9028,120.74565,58.0,Annam clay loam,Annam,Uplands
Umingan,SanJuan,6,15.846791,120.7852,125.0,Annam clay loam,Annam,Uplands
Umingan,SanLeon,6,15.908729,120.730271,53.0,Annam clay loam,Annam,Uplands
Umingan,SanPablo,6,15.8533,120.756267,71.0,Annam clay loam,Annam,Uplands
Umingan,SanVicente,6,15.876944,120.771775,69.0,Annam clay loam,Annam,Uplands
Umingan,SantaMaria,6,15.914922,120.779611,75.0,Annam clay loam,Annam,Uplands
Umingan,SantaRosa,6,15.87836,120.74549,59.0,Annam clay loam,Annam,Uplands
Umingan,Sinabaan,6,15.929462,120.758363,63.0,Annam clay loam,Annam,Uplands
Umingan,TanggalSawang,6,15.9428,120.75196,53.0,San Manuel sandy loam,San Manuel,Lowlands
UrdanetaCity,Anonas,5,16.001314,120.577886,27.0,San Manuel silty clay loam,San Manuel,Lowlands
UrdanetaCity,BactadEast,5,15.98535,120.626817,33.0,San Manuel sandy loam,San Manuel,Lowlands
UrdanetaCity,Bayaoas,5,15.977457,120.579443,32.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,Bolaoen,5,15.99705,120.6132,33.0,San Manuel sandy loam,San Manuel,Lowlands
UrdanetaCity,Cabaruan,5,15.9476,120.520683,25.0,San Fabian clay loam,San Fabian,Highlands
UrdanetaCity,Cabuloan,5,15.97556,120.5997,37.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,Camanang,5,15.962029,120.585157,30.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,Camantiles,5,15.999229,120.545095,25.0,San Manuel fine sandy loam,San Manuel,Lowlands
UrdanetaCity,Casantaan,5,15.991557,120.6122,31.0,San Manuel sandy loam,San Manuel,Lowlands
UrdanetaCity,Catablan,5,15.980508,120.493342,16.0,San Manuel fine sandy loam,San Manuel,Lowlands
UrdanetaCity,Cayambanan,5,16.006733,120.586933,29.0,San Manuel sandy loam,San Manuel,Lowlands
UrdanetaCity,Consolacion,5,15.96005,120.61695,30.0,San Manuel sandy loam,San Manuel,Lowlands
UrdanetaCity,DilanPaurido,5,15.982975,120.584862,28.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,Dr.PedroT.Orata,5,15.982133,120.614633,34.0,San Manuel sandy loam,San Manuel,Lowlands
UrdanetaCity,LabitProper,5,15.961967,120.533333,20.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,LabitWest,5,15.960729,120.507143,19.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,Mabanogbog,5,15.985571,120.550257,25.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,Macalong,5,15.966733,120.617183,31.0,San Manuel sandy loam,San Manuel,Lowlands
UrdanetaCity,Nancalobasaan,5,16.00953,120.60469,32.0,San Manuel sandy loam,San Manuel,Lowlands
UrdanetaCity,NancamaliranEast,5,15.978833,120.558017,24.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,NancamaliranWest,5,15.975814,120.547871,30.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,Nancayasan,5,15.961167,120.573378,29.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,Oltama,5,15.938817,120.506367,32.0,San Fabian clay loam,San Fabian,Highlands
UrdanetaCity,PalinaEast,5,15.954467,120.560583,31.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,PalinaWest,5,15.95975,120.545587,22.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,Pinmaludpod,5,15.993575,120.523992,24.0,San Manuel fine sandy loam,San Manuel,Lowlands
UrdanetaCity,Poblacion,5,15.9788,120.56842,26.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,SanJose,5,15.993071,120.501857,22.0,San Manuel fine sandy loam,San Manuel,Lowlands
UrdanetaCity,SanVicente,5,15.989957,120.568386,31.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,SantaLucia,5,15.96884,120.55522,23.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,SantoDomingo,5,15.96472,120.56184,24.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,Sugcong,5,15.944443,120.541043,27.0,San Manuel silt loam,San Manuel,Lowlands
UrdanetaCity,Tipuso,5,15.974929,120.620657,34.0,San Manuel sandy loam,San Manuel,Lowlands
UrdanetaCity,Tulong,5,16.005777,120.561831,33.0,San Manuel silty clay loam,San Manuel,Lowlands
Villasis,Amamperez,5,15.889357,120.537971,28.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,Bacag,5,15.94225,120.586733,28.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,Barangobong,5,15.8893,120.560333,26.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,Barraca,5,15.918445,120.571791,26.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,Capulaan,5,15.9044,120.541167,39.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,Caramutan,5,15.926743,120.615186,30.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,LaPaz,5,15.9178,120.51852,72.0,San Fabian clay loam,San Fabian,Highlands
Villasis,Labit,5,15.93212,120.53218,45.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,Lipay,5,15.903943,120.605343,29.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,Lomboy,5,15.917533,120.59255,27.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,Piaz,5,15.942733,120.630389,34.0,San Manuel sandy loam,San Manuel,Lowlands
Villasis,Puelay,5,15.896544,120.5858,31.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,SanBlas,5,15.91576,120.60112,28.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,SanNicolas,5,15.922929,120.587429,27.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,Tombod,5,15.9424,120.55932,24.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,Unzad,5,15.919429,120.538629,44.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,ZoneI,5,15.90652,120.59052,27.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,ZoneII,5,15.9035,120.58634,30.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,ZoneIII,5,15.90428,120.58448,30.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,ZoneIV,5,15.90622,120.58328,32.0,San Manuel silt loam,San Manuel,Lowlands
Villasis,ZoneV,5,15.90906,120.5876,28.0,San Manuel silt loam,San Manuel,Lowlands
